PLAZAID,DATE,ETC,CASH
6,3/16/2010,"18,587","4,351"
7,3/16/2010,"69,695","14,402"
8,3/16/2010,"42,406","6,980"
9,3/16/2010,"80,744","24,364"
11,3/16/2010,"78,585","16,873"
1,3/15/2010,"49,748","28,613"
2,3/15/2010,"68,313","20,248"
3,3/15/2010,"78,306","33,081"
4,3/15/2010,"48,058","9,301"
5,3/15/2010,"18,389","3,594"
6,3/15/2010,"17,148","3,888"
7,3/15/2010,"66,493","14,610"
8,3/15/2010,"39,270","6,544"
9,3/15/2010,"77,468","24,037"
11,3/15/2010,"72,521","16,798"
1,3/14/2010,"36,183","28,914"
2,3/14/2010,"47,877","18,530"
3,3/14/2010,"61,644","35,188"
4,3/14/2010,"32,740","8,193"
5,3/14/2010,"11,972","2,837"
6,3/14/2010,"11,897","3,389"
7,3/14/2010,"50,874","14,697"
8,3/14/2010,"26,743","6,542"
9,3/14/2010,"59,368","24,809"
11,3/14/2010,"55,201","19,355"
1,3/13/2010,"35,932","28,985"
2,3/13/2010,"43,008","18,773"
3,3/13/2010,"59,220","33,185"
4,3/13/2010,"34,265","9,062"
5,3/13/2010,"10,745","2,852"
6,3/13/2010,"12,375","3,840"
7,3/13/2010,"48,060","14,963"
8,3/13/2010,"24,707","6,421"
9,3/13/2010,"57,533","24,144"
11,3/13/2010,"56,369","18,487"
1,3/12/2010,"51,636","30,092"
2,3/12/2010,"71,980","22,511"
3,3/12/2010,"84,851","35,430"
4,3/12/2010,"58,220","12,439"
5,3/12/2010,"17,500","3,675"
6,3/12/2010,"17,895","4,253"
7,3/12/2010,"69,777","16,666"
8,3/12/2010,"41,283","7,925"
9,3/12/2010,"84,682","27,564"
11,3/12/2010,"78,526","18,692"
1,3/11/2010,"52,453","27,727"
2,3/11/2010,"74,248","20,316"
3,3/11/2010,"83,530","32,538"
4,3/11/2010,"57,465","10,823"
5,3/11/2010,"18,483","3,474"
6,3/11/2010,"18,066","4,083"
7,3/11/2010,"72,544","15,274"
8,3/11/2010,"44,157","7,189"
9,3/11/2010,"84,636","24,506"
11,3/11/2010,"79,783","17,094"
1,3/10/2010,"51,338","27,872"
2,3/10/2010,"72,513","19,940"
3,3/10/2010,"80,887","31,790"
4,3/10/2010,"57,189","10,508"
5,3/10/2010,"18,295","3,520"
6,3/10/2010,"17,807","3,984"
7,3/10/2010,"70,670","14,550"
8,3/10/2010,"42,922","6,887"
9,3/10/2010,"83,101","23,819"
11,3/10/2010,"79,044","16,882"
1,3/9/2010,"50,427","27,106"
2,3/9/2010,"70,291","19,126"
3,3/9/2010,"78,438","31,183"
4,3/9/2010,"54,863","10,282"
5,3/9/2010,"18,332","3,486"
6,3/9/2010,"17,825","4,031"
7,3/9/2010,"67,910","14,275"
8,3/9/2010,"43,322","7,040"
9,3/9/2010,"81,595","23,840"
11,3/9/2010,"77,720","16,679"
1,3/8/2010,"50,195","28,087"
2,3/8/2010,"66,885","19,273"
3,3/8/2010,"75,793","31,429"
4,3/8/2010,"52,153","9,983"
5,3/8/2010,"17,752","3,512"
6,3/8/2010,"17,172","4,032"
7,3/8/2010,"64,658","14,162"
8,3/8/2010,"39,998","6,806"
9,3/8/2010,"79,492","24,158"
11,3/8/2010,"73,832","16,885"
1,3/7/2010,"40,162","34,104"
2,3/7/2010,"56,643","22,453"
3,3/7/2010,"72,064","41,122"
4,3/7/2010,"48,064","11,646"
5,3/7/2010,"14,120","3,736"
6,3/7/2010,"13,415","4,463"
7,3/7/2010,"52,973","16,672"
8,3/7/2010,"32,965","8,200"
9,3/7/2010,"70,572","30,769"
11,3/7/2010,"65,198","23,309"
1,3/6/2010,"43,789","35,624"
2,3/6/2010,"56,487","23,925"
3,3/6/2010,"74,808","42,098"
4,3/6/2010,"48,737","13,097"
5,3/6/2010,"14,831","4,255"
6,3/6/2010,"15,869","5,440"
7,3/6/2010,"54,265","17,566"
8,3/6/2010,"31,957","8,412"
9,3/6/2010,"74,627","32,743"
11,3/6/2010,"72,173","24,412"
1,3/5/2010,"54,549","31,903"
2,3/5/2010,"74,079","23,690"
3,3/5/2010,"84,656","35,666"
4,3/5/2010,"58,836","12,497"
5,3/5/2010,"18,366","3,961"
6,3/5/2010,"18,801","4,559"
7,3/5/2010,"68,878","16,315"
8,3/5/2010,"41,439","7,654"
9,3/5/2010,"90,134","28,695"
11,3/5/2010,"81,688","19,882"
1,3/4/2010,"51,620","27,694"
2,3/4/2010,"74,672","20,528"
3,3/4/2010,"82,822","32,284"
4,3/4/2010,"58,116","10,709"
5,3/4/2010,"18,734","3,607"
6,3/4/2010,"18,467","4,055"
7,3/4/2010,"72,756","15,736"
8,3/4/2010,"44,763","7,322"
9,3/4/2010,"84,092","23,509"
11,3/4/2010,"79,641","16,982"
1,3/3/2010,"48,828","26,194"
2,3/3/2010,"68,232","18,648"
3,3/3/2010,"76,737","29,981"
4,3/3/2010,"53,512","9,880"
5,3/3/2010,"17,946","3,377"
6,3/3/2010,"17,315","3,697"
7,3/3/2010,"65,946","13,837"
8,3/3/2010,"42,539","6,682"
9,3/3/2010,"77,638","21,889"
11,3/3/2010,"75,880","16,129"
1,3/2/2010,"50,217","26,938"
2,3/2/2010,"68,803","18,950"
3,3/2/2010,"77,449","30,605"
4,3/2/2010,"54,356","9,938"
5,3/2/2010,"17,885","3,359"
6,3/2/2010,"17,848","3,789"
7,3/2/2010,"66,229","13,701"
8,3/2/2010,"43,007","6,971"
9,3/2/2010,"80,864","23,195"
11,3/2/2010,"76,071","16,183"
1,3/1/2010,"48,853","27,858"
2,3/1/2010,"66,182","19,088"
3,3/1/2010,"75,372","31,620"
4,3/1/2010,"51,018","9,363"
5,3/1/2010,"17,000","3,351"
6,3/1/2010,"17,473","3,867"
7,3/1/2010,"64,289","14,342"
8,3/1/2010,"39,566","6,518"
9,3/1/2010,"77,835","23,660"
11,3/1/2010,"73,921","16,696"
1,2/28/2010,"33,362","28,981"
2,2/28/2010,"46,494","18,324"
3,2/28/2010,"60,211","34,825"
4,2/28/2010,"37,777","8,617"
5,2/28/2010,"11,731","3,173"
6,2/28/2010,"11,760","3,415"
7,2/28/2010,"44,037","13,020"
8,2/28/2010,"25,046","5,548"
9,2/28/2010,"60,289","25,473"
11,2/28/2010,"55,478","18,967"
1,2/27/2010,"32,508","27,392"
2,2/27/2010,"42,741","17,723"
3,2/27/2010,"56,820","32,390"
4,2/27/2010,"33,782","8,239"
5,2/27/2010,"11,382","2,942"
6,2/27/2010,"12,680","3,617"
7,2/27/2010,"43,023","13,514"
8,2/27/2010,"19,789","4,919"
9,2/27/2010,"54,679","22,950"
11,2/27/2010,"51,266","17,128"
1,2/26/2010,"21,028","15,039"
2,2/26/2010,"27,642","10,325"
3,2/26/2010,"33,510","17,607"
4,2/26/2010,"13,432","3,274"
5,2/26/2010,"6,609","1,526"
6,2/26/2010,"8,078","2,058"
7,2/26/2010,"32,130","8,830"
8,2/26/2010,"15,335","2,640"
9,2/26/2010,"29,082","11,173"
11,2/26/2010,"31,528","8,439"
1,2/25/2010,"39,730","21,651"
2,2/25/2010,"53,241","15,494"
3,2/25/2010,"60,843","24,689"
4,2/25/2010,"33,705","6,650"
5,2/25/2010,"15,005","2,873"
6,2/25/2010,"15,320","3,341"
7,2/25/2010,"54,592","11,945"
8,2/25/2010,"34,346","5,816"
9,2/25/2010,"61,893","17,477"
11,2/25/2010,"59,258","12,141"
1,2/24/2010,"50,148","26,679"
2,2/24/2010,"71,433","19,285"
3,2/24/2010,"77,576","29,968"
4,2/24/2010,"53,686","9,462"
5,2/24/2010,"18,233","3,481"
6,2/24/2010,"17,973","3,788"
7,2/24/2010,"70,419","14,621"
8,2/24/2010,"44,143","7,317"
9,2/24/2010,"80,512","22,830"
11,2/24/2010,"76,918","16,355"
1,2/23/2010,"46,777","24,621"
2,2/23/2010,"64,164","17,760"
3,2/23/2010,"73,235","28,386"
4,2/23/2010,"49,770","9,021"
5,2/23/2010,"16,661","3,111"
6,2/23/2010,"16,625","3,657"
7,2/23/2010,"66,358","13,306"
8,2/23/2010,"42,404","6,893"
9,2/23/2010,"74,865","21,006"
11,2/23/2010,"72,269","15,259"
1,2/22/2010,"47,961","26,716"
2,2/22/2010,"64,215","18,511"
3,2/22/2010,"77,012","31,490"
4,2/22/2010,"50,891","9,496"
5,2/22/2010,"16,409","3,133"
6,2/22/2010,"16,646","3,666"
7,2/22/2010,"61,924","13,315"
8,2/22/2010,"39,777","6,301"
9,2/22/2010,"77,246","23,468"
11,2/22/2010,"72,872","16,704"
1,2/21/2010,"37,746","32,194"
2,2/21/2010,"49,633","20,848"
3,2/21/2010,"70,176","39,602"
4,2/21/2010,"43,904","10,563"
5,2/21/2010,"11,791","3,224"
6,2/21/2010,"11,554","3,861"
7,2/21/2010,"47,262","14,467"
8,2/21/2010,"31,509","7,795"
9,2/21/2010,"66,385","29,498"
11,2/21/2010,"60,215","21,573"
1,2/20/2010,"41,207","34,555"
2,2/20/2010,"49,471","22,324"
3,2/20/2010,"72,264","41,270"
4,2/20/2010,"45,586","11,937"
5,2/20/2010,"12,660","3,412"
6,2/20/2010,"13,657","4,346"
7,2/20/2010,"49,791","15,941"
8,2/20/2010,"29,397","7,494"
9,2/20/2010,"70,830","31,212"
11,2/20/2010,"66,799","22,788"
1,2/19/2010,"51,701","30,993"
2,2/19/2010,"67,608","22,672"
3,2/19/2010,"83,384","36,743"
4,2/19/2010,"56,247","12,123"
5,2/19/2010,"15,506","3,522"
6,2/19/2010,"15,721","4,136"
7,2/19/2010,"67,284","16,664"
8,2/19/2010,"39,512","7,574"
9,2/19/2010,"86,068","28,582"
11,2/19/2010,"77,225","19,823"
1,2/18/2010,"50,889","28,072"
2,2/18/2010,"69,073","20,272"
3,2/18/2010,"81,302","33,373"
4,2/18/2010,"55,003","10,423"
5,2/18/2010,"15,360","3,279"
6,2/18/2010,"15,541","3,800"
7,2/18/2010,"68,181","15,195"
8,2/18/2010,"42,723","7,278"
9,2/18/2010,"83,889","25,283"
11,2/18/2010,"76,997","17,524"
1,2/17/2010,"48,465","27,112"
2,2/17/2010,"67,273","19,372"
3,2/17/2010,"76,867","31,664"
4,2/17/2010,"51,906","9,765"
5,2/17/2010,"14,849","3,137"
6,2/17/2010,"14,978","3,533"
7,2/17/2010,"65,925","14,874"
8,2/17/2010,"41,408","6,659"
9,2/17/2010,"82,334","24,164"
11,2/17/2010,"74,644","17,029"
1,2/16/2010,"42,197","23,366"
2,2/16/2010,"55,932","16,657"
3,2/16/2010,"66,077","27,343"
4,2/16/2010,"38,620","7,312"
5,2/16/2010,"13,233","2,681"
6,2/16/2010,"13,394","3,209"
7,2/16/2010,"56,838","12,361"
8,2/16/2010,"35,704","5,624"
9,2/16/2010,"65,731","19,826"
11,2/16/2010,"64,792","14,551"
1,2/15/2010,"41,612","29,052"
2,2/15/2010,"51,282","18,845"
3,2/15/2010,"71,640","35,398"
4,2/15/2010,"41,456","9,011"
5,2/15/2010,"13,457","3,167"
6,2/15/2010,"12,848","3,636"
7,2/15/2010,"49,101","13,406"
8,2/15/2010,"27,143","5,610"
9,2/15/2010,"71,790","26,777"
11,2/15/2010,"63,246","18,864"
1,2/14/2010,"34,756","31,113"
2,2/14/2010,"42,347","19,640"
3,2/14/2010,"62,600","38,010"
4,2/14/2010,"39,431","10,580"
5,2/14/2010,"11,293","2,981"
6,2/14/2010,"11,449","3,627"
7,2/14/2010,"44,074","15,497"
8,2/14/2010,"30,855","7,770"
9,2/14/2010,"59,263","27,235"
11,2/14/2010,"59,073","20,911"
1,2/13/2010,"39,985","33,159"
2,2/13/2010,"47,493","21,501"
3,2/13/2010,"70,998","40,346"
4,2/13/2010,"43,018","11,466"
5,2/13/2010,"12,275","3,131"
6,2/13/2010,"13,300","4,194"
7,2/13/2010,"49,091","16,466"
8,2/13/2010,"27,550","7,364"
9,2/13/2010,"68,319","29,322"
11,2/13/2010,"66,996","22,419"
1,2/12/2010,"50,731","30,421"
2,2/12/2010,"69,801","22,320"
3,2/12/2010,"84,680","35,052"
4,2/12/2010,"56,391","11,966"
5,2/12/2010,"15,852","3,430"
6,2/12/2010,"17,058","3,976"
7,2/12/2010,"67,384","16,336"
8,2/12/2010,"38,870","7,672"
9,2/12/2010,"85,183","26,997"
11,2/12/2010,"76,416","18,878"
1,2/11/2010,"39,752","21,372"
2,2/11/2010,"53,782","15,166"
3,2/11/2010,"65,505","25,377"
4,2/11/2010,"39,407","7,278"
5,2/11/2010,"12,148","2,283"
6,2/11/2010,"12,772","2,841"
7,2/11/2010,"53,025","11,313"
8,2/11/2010,"29,526","4,429"
9,2/11/2010,"58,706","16,357"
11,2/11/2010,"52,708","11,254"
1,2/10/2010,"16,666","9,975"
2,2/10/2010,"17,595","6,069"
3,2/10/2010,"22,223","10,183"
4,2/10/2010,"8,046","1,987"
5,2/10/2010,"5,284","1,276"
6,2/10/2010,"6,534","1,594"
7,2/10/2010,"20,105","4,426"
8,2/10/2010,"13,500","2,083"
9,2/10/2010,"19,116","6,191"
11,2/10/2010,"24,749","4,852"
1,2/9/2010,"51,901","27,151"
2,2/9/2010,"68,884","18,634"
3,2/9/2010,"78,676","31,124"
4,2/9/2010,"54,830","9,686"
5,2/9/2010,"17,915","3,368"
6,2/9/2010,"18,092","3,953"
7,2/9/2010,"65,946","13,246"
8,2/9/2010,"44,088","6,983"
9,2/9/2010,"85,445","24,055"
11,2/9/2010,"78,276","16,884"
1,2/8/2010,"47,420","27,050"
2,2/8/2010,"63,543","18,496"
3,2/8/2010,"75,766","30,959"
4,2/8/2010,"49,924","8,969"
5,2/8/2010,"16,321","3,222"
6,2/8/2010,"16,644","3,865"
7,2/8/2010,"62,042","13,358"
8,2/8/2010,"38,556","6,108"
9,2/8/2010,"78,401","23,490"
11,2/8/2010,"72,361","16,377"
1,2/7/2010,"32,779","28,075"
2,2/7/2010,"43,787","17,937"
3,2/7/2010,"59,078","33,973"
4,2/7/2010,"36,841","7,930"
5,2/7/2010,"11,507","2,942"
6,2/7/2010,"11,337","3,687"
7,2/7/2010,"39,123","11,668"
8,2/7/2010,"24,293","5,374"
9,2/7/2010,"57,976","24,279"
11,2/7/2010,"52,816","18,026"
1,2/6/2010,"30,438","26,233"
2,2/6/2010,"35,395","16,199"
3,2/6/2010,"49,980","30,079"
4,2/6/2010,"31,283","7,349"
5,2/6/2010,"8,963","2,308"
6,2/6/2010,"10,602","3,249"
7,2/6/2010,"36,334","11,007"
8,2/6/2010,"18,127","4,277"
9,2/6/2010,"47,792","20,585"
11,2/6/2010,"38,754","12,571"
1,2/5/2010,"51,122","29,440"
2,2/5/2010,"67,672","21,680"
3,2/5/2010,"80,899","34,338"
4,2/5/2010,"54,287","11,031"
5,2/5/2010,"17,774","3,625"
6,2/5/2010,"18,159","4,559"
7,2/5/2010,"63,523","14,584"
8,2/5/2010,"38,848","7,006"
9,2/5/2010,"82,956","26,251"
11,2/5/2010,"76,530","18,134"
1,2/4/2010,"50,819","26,939"
2,2/4/2010,"72,008","19,438"
3,2/4/2010,"79,908","31,144"
4,2/4/2010,"57,527","10,389"
5,2/4/2010,"18,024","3,364"
6,2/4/2010,"17,686","4,032"
7,2/4/2010,"69,006","14,062"
8,2/4/2010,"43,980","7,143"
9,2/4/2010,"81,682","23,158"
11,2/4/2010,"78,584","16,491"
1,2/3/2010,"47,547","24,646"
2,2/3/2010,"65,513","17,521"
3,2/3/2010,"73,679","28,105"
4,2/3/2010,"50,789","9,004"
5,2/3/2010,"17,000","3,183"
6,2/3/2010,"16,866","3,731"
7,2/3/2010,"64,827","12,960"
8,2/3/2010,"40,669","6,121"
9,2/3/2010,"76,533","21,129"
11,2/3/2010,"73,586","15,175"
1,2/2/2010,"48,536","25,146"
2,2/2/2010,"64,548","17,304"
3,2/2/2010,"74,169","29,021"
4,2/2/2010,"52,246","9,216"
5,2/2/2010,"17,334","3,304"
6,2/2/2010,"17,110","3,775"
7,2/2/2010,"63,263","13,024"
8,2/2/2010,"40,798","6,009"
9,2/2/2010,"79,774","22,343"
11,2/2/2010,"74,578","15,500"
1,2/1/2010,"47,329","26,165"
2,2/1/2010,"63,218","18,159"
3,2/1/2010,"73,978","30,253"
4,2/1/2010,"50,043","9,195"
5,2/1/2010,"16,802","3,254"
6,2/1/2010,"16,861","3,683"
7,2/1/2010,"61,135","12,979"
8,2/1/2010,"39,094","6,120"
9,2/1/2010,"76,270","22,682"
11,2/1/2010,"72,337","16,265"
1,1/31/2010,"34,152","28,846"
2,1/31/2010,"48,229","18,682"
3,1/31/2010,"60,827","34,766"
4,1/31/2010,"42,517","9,531"
5,1/31/2010,"11,606","2,908"
6,1/31/2010,"11,617","3,570"
7,1/31/2010,"46,950","13,860"
8,1/31/2010,"27,085","6,082"
9,1/31/2010,"62,450","26,346"
11,1/31/2010,"58,157","19,623"
1,1/30/2010,"37,426","30,457"
2,1/30/2010,"45,804","19,717"
3,1/30/2010,"61,926","36,701"
4,1/30/2010,"40,436","10,203"
5,1/30/2010,"12,446","3,230"
6,1/30/2010,"13,713","4,058"
7,1/30/2010,"46,986","14,738"
8,1/30/2010,"27,027","6,607"
9,1/30/2010,"65,472","27,573"
11,1/30/2010,"63,416","20,956"
1,1/29/2010,"50,765","29,358"
2,1/29/2010,"68,480","20,936"
3,1/29/2010,"80,589","34,157"
4,1/29/2010,"55,394","10,907"
5,1/29/2010,"17,155","3,485"
6,1/29/2010,"17,874","4,188"
7,1/29/2010,"66,550","15,543"
8,1/29/2010,"40,600","7,524"
9,1/29/2010,"82,738","26,463"
11,1/29/2010,"77,896","18,598"
1,1/28/2010,"47,347","24,983"
2,1/28/2010,"65,692","17,799"
3,1/28/2010,"74,339","28,965"
4,1/28/2010,"48,514","8,628"
5,1/28/2010,"17,165","3,274"
6,1/28/2010,"17,473","3,700"
7,1/28/2010,"65,502","13,230"
8,1/28/2010,"40,524","6,425"
9,1/28/2010,"77,624","21,639"
11,1/28/2010,"74,606","15,661"
1,1/27/2010,"49,291","24,800"
2,1/27/2010,"67,818","18,005"
3,1/27/2010,"77,427","29,659"
4,1/27/2010,"54,442","9,520"
5,1/27/2010,"17,321","3,381"
6,1/27/2010,"17,767","3,811"
7,1/27/2010,"66,462","13,220"
8,1/27/2010,"40,063","6,152"
9,1/27/2010,"80,083","22,786"
11,1/27/2010,"75,827","16,102"
1,1/26/2010,"49,037","25,349"
2,1/26/2010,"65,965","17,726"
3,1/26/2010,"76,093","29,644"
4,1/26/2010,"52,043","9,078"
5,1/26/2010,"17,039","3,173"
6,1/26/2010,"17,272","3,703"
7,1/26/2010,"63,945","12,547"
8,1/26/2010,"39,830","6,237"
9,1/26/2010,"79,771","22,714"
11,1/26/2010,"74,214","15,719"
1,1/25/2010,"45,275","24,478"
2,1/25/2010,"59,394","16,813"
3,1/25/2010,"66,234","26,400"
4,1/25/2010,"44,907","8,068"
5,1/25/2010,"15,214","2,915"
6,1/25/2010,"15,398","3,382"
7,1/25/2010,"58,358","12,008"
8,1/25/2010,"38,223","6,358"
9,1/25/2010,"73,171","21,118"
11,1/25/2010,"66,782","14,679"
1,1/24/2010,"33,166","28,232"
2,1/24/2010,"44,285","17,833"
3,1/24/2010,"59,347","34,729"
4,1/24/2010,"40,233","9,278"
5,1/24/2010,"11,053","2,737"
6,1/24/2010,"10,935","3,473"
7,1/24/2010,"42,973","12,827"
8,1/24/2010,"24,619","5,412"
9,1/24/2010,"61,599","26,665"
11,1/24/2010,"56,474","19,484"
1,1/23/2010,"39,445","31,957"
2,1/23/2010,"49,168","20,460"
3,1/23/2010,"65,963","38,018"
4,1/23/2010,"46,144","11,588"
5,1/23/2010,"13,665","3,462"
6,1/23/2010,"14,447","4,134"
7,1/23/2010,"49,613","15,200"
8,1/23/2010,"28,597","7,060"
9,1/23/2010,"69,817","29,580"
11,1/23/2010,"66,855","21,727"
1,1/22/2010,"51,386","29,341"
2,1/22/2010,"68,145","20,870"
3,1/22/2010,"80,274","34,635"
4,1/22/2010,"54,763","11,236"
5,1/22/2010,"17,179","3,669"
6,1/22/2010,"17,935","4,064"
7,1/22/2010,"64,355","14,778"
8,1/22/2010,"39,178","7,019"
9,1/22/2010,"83,012","26,058"
11,1/22/2010,"77,467","18,577"
1,1/21/2010,"50,645","26,676"
2,1/21/2010,"69,499","19,096"
3,1/21/2010,"78,196","30,791"
4,1/21/2010,"54,791","9,925"
5,1/21/2010,"17,714","3,317"
6,1/21/2010,"17,712","3,840"
7,1/21/2010,"68,673","14,126"
8,1/21/2010,"41,305","6,701"
9,1/21/2010,"82,763","23,477"
11,1/21/2010,"77,133","16,421"
1,1/20/2010,"49,446","25,166"
2,1/20/2010,"66,780","18,049"
3,1/20/2010,"76,542","29,955"
4,1/20/2010,"53,158","9,362"
5,1/20/2010,"17,130","3,298"
6,1/20/2010,"17,321","3,671"
7,1/20/2010,"65,805","13,011"
8,1/20/2010,"40,555","6,427"
9,1/20/2010,"80,869","22,688"
11,1/20/2010,"76,033","16,093"
1,1/19/2010,"48,875","24,843"
2,1/19/2010,"65,134","17,379"
3,1/19/2010,"77,000","29,950"
4,1/19/2010,"51,532","8,981"
5,1/19/2010,"16,946","3,096"
6,1/19/2010,"16,699","3,554"
7,1/19/2010,"62,628","12,552"
8,1/19/2010,"39,613","5,907"
9,1/19/2010,"80,638","22,959"
11,1/19/2010,"73,788","16,042"
1,1/18/2010,"42,509","26,386"
2,1/18/2010,"55,909","17,880"
3,1/18/2010,"72,070","33,697"
4,1/18/2010,"43,192","8,549"
5,1/18/2010,"14,137","3,188"
6,1/18/2010,"13,578","3,574"
7,1/18/2010,"53,948","12,942"
8,1/18/2010,"30,102","5,240"
9,1/18/2010,"78,721","26,210"
11,1/18/2010,"65,409","18,140"
1,1/17/2010,"32,606","27,630"
2,1/17/2010,"42,332","17,093"
3,1/17/2010,"59,554","34,284"
4,1/17/2010,"38,511","8,745"
5,1/17/2010,"10,872","2,836"
6,1/17/2010,"10,542","3,298"
7,1/17/2010,"40,314","12,615"
8,1/17/2010,"24,937","5,487"
9,1/17/2010,"60,621","24,738"
11,1/17/2010,"56,345","19,437"
1,1/16/2010,"40,282","32,639"
2,1/16/2010,"48,708","20,823"
3,1/16/2010,"69,280","39,492"
4,1/16/2010,"43,953","11,039"
5,1/16/2010,"12,981","3,430"
6,1/16/2010,"13,949","4,110"
7,1/16/2010,"47,649","15,017"
8,1/16/2010,"27,369","6,743"
9,1/16/2010,"69,687","28,971"
11,1/16/2010,"67,699","22,338"
1,1/15/2010,"52,263","29,347"
2,1/15/2010,"70,645","21,831"
3,1/15/2010,"83,784","34,983"
4,1/15/2010,"56,202","11,345"
5,1/15/2010,"17,463","3,570"
6,1/15/2010,"17,650","4,199"
7,1/15/2010,"66,268","15,181"
8,1/15/2010,"39,895","7,300"
9,1/15/2010,"86,199","27,218"
11,1/15/2010,"79,169","19,308"
1,1/14/2010,"50,455","26,414"
2,1/14/2010,"70,491","18,672"
3,1/14/2010,"80,638","31,272"
4,1/14/2010,"55,767","9,658"
5,1/14/2010,"18,505","3,581"
6,1/14/2010,"17,692","3,644"
7,1/14/2010,"67,697","13,655"
8,1/14/2010,"42,099","6,430"
9,1/14/2010,"82,251","23,157"
11,1/14/2010,"77,741","16,611"
1,1/13/2010,"49,299","25,155"
2,1/13/2010,"67,679","18,137"
3,1/13/2010,"79,563","30,512"
4,1/13/2010,"52,973","9,209"
5,1/13/2010,"18,079","3,452"
6,1/13/2010,"17,359","3,761"
7,1/13/2010,"66,966","13,207"
8,1/13/2010,"41,396","6,279"
9,1/13/2010,"77,088","21,950"
11,1/13/2010,"76,329","15,880"
1,1/12/2010,"47,499","24,834"
2,1/12/2010,"66,608","17,764"
3,1/12/2010,"76,470","30,148"
4,1/12/2010,"52,766","8,788"
5,1/12/2010,"17,524","3,313"
6,1/12/2010,"17,267","3,595"
7,1/12/2010,"64,659","12,896"
8,1/12/2010,"41,110","6,131"
9,1/12/2010,"79,531","22,527"
11,1/12/2010,"74,735","15,750"
1,1/11/2010,"46,507","25,060"
2,1/11/2010,"63,461","17,632"
3,1/11/2010,"74,349","30,653"
4,1/11/2010,"49,386","8,605"
5,1/11/2010,"16,589","3,186"
6,1/11/2010,"16,583","3,544"
7,1/11/2010,"60,085","12,503"
8,1/11/2010,"38,090","5,826"
9,1/11/2010,"76,246","22,623"
11,1/11/2010,"71,778","15,800"
1,1/10/2010,"33,417","27,800"
2,1/10/2010,"46,610","18,296"
3,1/10/2010,"63,200","35,069"
4,1/10/2010,"39,305","8,540"
5,1/10/2010,"11,586","2,913"
6,1/10/2010,"11,114","3,334"
7,1/10/2010,"43,968","13,014"
8,1/10/2010,"26,654","5,468"
9,1/10/2010,"61,064","25,058"
11,1/10/2010,"57,533","19,427"
1,1/9/2010,"36,715","29,490"
2,1/9/2010,"46,938","19,667"
3,1/9/2010,"64,500","36,866"
4,1/9/2010,"41,445","9,960"
5,1/9/2010,"13,064","3,153"
6,1/9/2010,"13,160","3,804"
7,1/9/2010,"45,012","13,902"
8,1/9/2010,"25,947","6,162"
9,1/9/2010,"64,967","26,773"
11,1/9/2010,"63,899","20,579"
1,1/8/2010,"46,546","26,909"
2,1/8/2010,"61,064","19,250"
3,1/8/2010,"73,147","32,165"
4,1/8/2010,"48,593","9,836"
5,1/8/2010,"16,858","3,441"
6,1/8/2010,"17,038","3,969"
7,1/8/2010,"57,643","13,189"
8,1/8/2010,"36,538","6,453"
9,1/8/2010,"74,355","23,105"
11,1/8/2010,"72,837","17,572"
1,1/7/2010,"49,604","26,041"
2,1/7/2010,"67,225","18,840"
3,1/7/2010,"77,160","31,010"
4,1/7/2010,"54,077","9,728"
5,1/7/2010,"18,090","3,507"
6,1/7/2010,"17,628","3,859"
7,1/7/2010,"64,531","13,474"
8,1/7/2010,"42,539","6,819"
9,1/7/2010,"81,007","22,948"
11,1/7/2010,"76,915","16,621"
1,1/6/2010,"48,434","25,264"
2,1/6/2010,"65,623","18,035"
3,1/6/2010,"76,383","30,909"
4,1/6/2010,"52,016","9,261"
5,1/6/2010,"17,885","3,554"
6,1/6/2010,"17,287","3,815"
7,1/6/2010,"61,322","12,740"
8,1/6/2010,"41,791","6,685"
9,1/6/2010,"79,364","22,412"
11,1/6/2010,"76,254","16,462"
1,1/5/2010,"47,665","25,241"
2,1/5/2010,"63,561","17,828"
3,1/5/2010,"75,838","30,971"
4,1/5/2010,"49,016","8,818"
5,1/5/2010,"17,421","3,287"
6,1/5/2010,"16,837","3,649"
7,1/5/2010,"59,436","12,464"
8,1/5/2010,"38,822","6,110"
9,1/5/2010,"76,391","21,796"
11,1/5/2010,"73,646","16,284"
1,1/4/2010,"46,405","26,237"
2,1/4/2010,"61,285","18,376"
3,1/4/2010,"73,723","32,319"
4,1/4/2010,"45,853","8,659"
5,1/4/2010,"16,515","3,345"
6,1/4/2010,"16,042","3,497"
7,1/4/2010,"55,314","12,459"
8,1/4/2010,"35,578","5,775"
9,1/4/2010,"73,502","22,575"
11,1/4/2010,"70,078","16,588"
1,1/3/2010,"32,225","27,281"
2,1/3/2010,"43,606","17,631"
3,1/3/2010,"59,223","34,829"
4,1/3/2010,"34,724","7,965"
5,1/3/2010,"10,162","2,676"
6,1/3/2010,"9,990","3,033"
7,1/3/2010,"40,417","12,868"
8,1/3/2010,"21,645","4,976"
9,1/3/2010,"55,148","24,180"
11,1/3/2010,"52,386","20,887"
1,1/2/2010,"34,829","28,595"
2,1/2/2010,"41,962","18,662"
3,1/2/2010,"62,926","36,384"
4,1/2/2010,"37,118","9,398"
5,1/2/2010,"11,567","3,058"
6,1/2/2010,"11,684","3,509"
7,1/2/2010,"40,605","14,200"
8,1/2/2010,"20,824","5,359"
9,1/2/2010,"61,789","26,504"
11,1/2/2010,"57,571","22,146"
